,imageName,imageOrigin,xBudCenter,yBudCenter,radio,class,type
7372,/home/wences/Documents/corpus-26000/corpus-26000-bc/6784.jpg,0200.jpg,2784,2264,300,False,0
7373,/home/wences/Documents/corpus-26000/corpus-26000-bc/6785.jpg,0200.jpg,2784,2464,300,False,0
7374,/home/wences/Documents/corpus-26000/corpus-26000-bc/6786.jpg,0200.jpg,2984,1864,300,False,0
7375,/home/wences/Documents/corpus-26000/corpus-26000-bc/6787.jpg,0200.jpg,2984,2064,300,False,0
7376,/home/wences/Documents/corpus-26000/corpus-26000-bc/6788.jpg,0200.jpg,2984,2264,300,False,0
7377,/home/wences/Documents/corpus-26000/corpus-26000-bc/6789.jpg,0200.jpg,2984,2464,300,False,0
7378,/home/wences/Documents/corpus-26000/corpus-26000-bc/6790.jpg,0200.jpg,3184,1864,300,False,0
7379,/home/wences/Documents/corpus-26000/corpus-26000-bc/6791.jpg,0200.jpg,3184,2064,300,False,0
7380,/home/wences/Documents/corpus-26000/corpus-26000-bc/6792.jpg,0200.jpg,3184,2264,300,False,0
7381,/home/wences/Documents/corpus-26000/corpus-26000-bc/6793.jpg,0200.jpg,3384,1664,300,False,0
7382,/home/wences/Documents/corpus-26000/corpus-26000-bc/6794.jpg,0200.jpg,3384,1864,300,False,0
7383,/home/wences/Documents/corpus-26000/corpus-26000-bc/6795.jpg,0200.jpg,3384,2064,300,False,0
7384,/home/wences/Documents/corpus-26000/corpus-26000-bc/6796.jpg,0200.jpg,3584,1664,300,False,0
7385,/home/wences/Documents/corpus-26000/corpus-26000-bc/6797.jpg,0200.jpg,3584,1864,300,False,0
7386,/home/wences/Documents/corpus-26000/corpus-26000-bc/6798.jpg,0200.jpg,3584,2064,300,False,0
7387,/home/wences/Documents/corpus-26000/corpus-26000-bc/6799.jpg,0200.jpg,3784,1464,300,False,0
7388,/home/wences/Documents/corpus-26000/corpus-26000-bc/6800.jpg,0200.jpg,3784,1664,300,False,0
7389,/home/wences/Documents/corpus-26000/corpus-26000-bc/6801.jpg,0200.jpg,3784,1864,300,False,0
7390,/home/wences/Documents/corpus-26000/corpus-26000-bc/6802.jpg,0200.jpg,3984,1464,300,False,0
7391,/home/wences/Documents/corpus-26000/corpus-26000-bc/6803.jpg,0200.jpg,3984,1664,300,False,0
7392,/home/wences/Documents/corpus-26000/corpus-26000-bc/6804.jpg,0200.jpg,4184,1064,300,False,0
7393,/home/wences/Documents/corpus-26000/corpus-26000-bc/6805.jpg,0200.jpg,4184,1464,300,False,0
7394,/home/wences/Documents/corpus-26000/corpus-26000-bc/6806.jpg,0200.jpg,4184,1664,300,False,0
7395,/home/wences/Documents/corpus-26000/corpus-26000-bc/6807.jpg,0200.jpg,4384,664,300,False,0
7396,/home/wences/Documents/corpus-26000/corpus-26000-bc/6808.jpg,0200.jpg,4384,864,300,False,0
7397,/home/wences/Documents/corpus-26000/corpus-26000-bc/6809.jpg,0200.jpg,4384,1064,300,False,0
7398,/home/wences/Documents/corpus-26000/corpus-26000-bc/6810.jpg,0200.jpg,4384,1264,300,False,0
7399,/home/wences/Documents/corpus-26000/corpus-26000-bc/6811.jpg,0200.jpg,4384,1464,300,False,0
7400,/home/wences/Documents/corpus-26000/corpus-26000-bc/6812.jpg,0200.jpg,4584,264,300,False,0
7401,/home/wences/Documents/corpus-26000/corpus-26000-bc/6813.jpg,0200.jpg,4584,464,300,False,0
7402,/home/wences/Documents/corpus-26000/corpus-26000-bc/6814.jpg,0200.jpg,4584,664,300,False,0
7403,/home/wences/Documents/corpus-26000/corpus-26000-bc/6815.jpg,0200.jpg,4584,864,300,False,0
7404,/home/wences/Documents/corpus-26000/corpus-26000-bc/6816.jpg,0200.jpg,4584,1064,300,False,0
7405,/home/wences/Documents/corpus-26000/corpus-26000-bc/6817.jpg,0200.jpg,4584,1264,300,False,0
7406,/home/wences/Documents/corpus-26000/corpus-26000-bc/6818.jpg,0200.jpg,4584,1464,300,False,0
7407,/home/wences/Documents/corpus-26000/corpus-26000-bc/6819.jpg,0200.jpg,4784,264,300,False,0
7408,/home/wences/Documents/corpus-26000/corpus-26000-bc/6820.jpg,0200.jpg,4784,464,300,False,0
7409,/home/wences/Documents/corpus-26000/corpus-26000-bc/6821.jpg,0200.jpg,4784,664,300,False,0
7410,/home/wences/Documents/corpus-26000/corpus-26000-bc/6822.jpg,0200.jpg,4784,864,300,False,0
7411,/home/wences/Documents/corpus-26000/corpus-26000-bc/6823.jpg,0200.jpg,4784,1064,300,False,0
7412,/home/wences/Documents/corpus-26000/corpus-26000-bc/6824.jpg,0200.jpg,4784,1264,300,False,0
7413,/home/wences/Documents/corpus-26000/corpus-26000-bc/6825.jpg,0200.jpg,4784,1464,300,False,0
7414,/home/wences/Documents/corpus-26000/corpus-26000-bc/6826.jpg,0200.jpg,4984,264,300,False,0
7415,/home/wences/Documents/corpus-26000/corpus-26000-bc/6827.jpg,0200.jpg,4984,464,300,False,0
7416,/home/wences/Documents/corpus-26000/corpus-26000-bc/6828.jpg,0200.jpg,4984,664,300,False,0
7417,/home/wences/Documents/corpus-26000/corpus-26000-bc/6829.jpg,0200.jpg,4984,864,300,False,0
7418,/home/wences/Documents/corpus-26000/corpus-26000-bc/6830.jpg,0200.jpg,4984,1064,300,False,0
7419,/home/wences/Documents/corpus-26000/corpus-26000-bc/6831.jpg,0200.jpg,4984,1264,300,False,0
7420,/home/wences/Documents/corpus-26000/corpus-26000-bc/6832.jpg,0200.jpg,5184,264,300,False,0
7421,/home/wences/Documents/corpus-26000/corpus-26000-bc/6833.jpg,0200.jpg,5184,464,300,False,0
7422,/home/wences/Documents/corpus-26000/corpus-26000-bc/6834.jpg,0200.jpg,5184,664,300,False,0
7423,/home/wences/Documents/corpus-26000/corpus-26000-bc/6835.jpg,0200.jpg,5184,864,300,False,0
7424,/home/wences/Documents/corpus-26000/corpus-26000-bc/6836.jpg,0200.jpg,5184,1064,300,False,0
7631,/home/wences/Documents/corpus-26000/corpus-26000-bc/7048.jpg,0203.jpg,184,2248,150,False,0
7632,/home/wences/Documents/corpus-26000/corpus-26000-bc/7049.jpg,0203.jpg,336,2096,150,False,0
7633,/home/wences/Documents/corpus-26000/corpus-26000-bc/7050.jpg,0203.jpg,336,2248,150,False,0
7634,/home/wences/Documents/corpus-26000/corpus-26000-bc/7051.jpg,0203.jpg,336,2400,150,False,0
7635,/home/wences/Documents/corpus-26000/corpus-26000-bc/7052.jpg,0203.jpg,488,1944,150,False,0
7636,/home/wences/Documents/corpus-26000/corpus-26000-bc/7053.jpg,0203.jpg,488,2096,150,False,0
7637,/home/wences/Documents/corpus-26000/corpus-26000-bc/7054.jpg,0203.jpg,488,2248,150,False,0
7638,/home/wences/Documents/corpus-26000/corpus-26000-bc/7055.jpg,0203.jpg,488,2400,150,False,0
7639,/home/wences/Documents/corpus-26000/corpus-26000-bc/7056.jpg,0203.jpg,640,1944,150,False,0
7640,/home/wences/Documents/corpus-26000/corpus-26000-bc/7057.jpg,0203.jpg,640,2096,150,False,0
7641,/home/wences/Documents/corpus-26000/corpus-26000-bc/7058.jpg,0203.jpg,640,2248,150,False,0
7642,/home/wences/Documents/corpus-26000/corpus-26000-bc/7059.jpg,0203.jpg,640,2400,150,False,0
7643,/home/wences/Documents/corpus-26000/corpus-26000-bc/7060.jpg,0203.jpg,640,2552,150,False,0
7644,/home/wences/Documents/corpus-26000/corpus-26000-bc/7061.jpg,0203.jpg,792,2096,150,False,0
7645,/home/wences/Documents/corpus-26000/corpus-26000-bc/7062.jpg,0203.jpg,792,2248,150,False,0
7646,/home/wences/Documents/corpus-26000/corpus-26000-bc/7063.jpg,0203.jpg,792,2400,150,False,0
7647,/home/wences/Documents/corpus-26000/corpus-26000-bc/7064.jpg,0203.jpg,792,2552,150,False,0
7648,/home/wences/Documents/corpus-26000/corpus-26000-bc/7065.jpg,0203.jpg,944,2248,150,False,0
7649,/home/wences/Documents/corpus-26000/corpus-26000-bc/7066.jpg,0203.jpg,944,2400,150,False,0
7650,/home/wences/Documents/corpus-26000/corpus-26000-bc/7067.jpg,0203.jpg,944,2552,150,False,0
7651,/home/wences/Documents/corpus-26000/corpus-26000-bc/7068.jpg,0203.jpg,1096,2400,150,False,0
7652,/home/wences/Documents/corpus-26000/corpus-26000-bc/7069.jpg,0203.jpg,1096,2552,150,False,0
7653,/home/wences/Documents/corpus-26000/corpus-26000-bc/7070.jpg,0203.jpg,1096,2704,150,False,0
7654,/home/wences/Documents/corpus-26000/corpus-26000-bc/7071.jpg,0203.jpg,1248,2400,150,False,0
7655,/home/wences/Documents/corpus-26000/corpus-26000-bc/7072.jpg,0203.jpg,1248,2552,150,False,0
7656,/home/wences/Documents/corpus-26000/corpus-26000-bc/7073.jpg,0203.jpg,1248,2704,150,False,0
7657,/home/wences/Documents/corpus-26000/corpus-26000-bc/7074.jpg,0203.jpg,1400,2552,150,False,0
7658,/home/wences/Documents/corpus-26000/corpus-26000-bc/7075.jpg,0203.jpg,1400,2704,150,False,0
7659,/home/wences/Documents/corpus-26000/corpus-26000-bc/7076.jpg,0203.jpg,1400,2856,150,False,0
7660,/home/wences/Documents/corpus-26000/corpus-26000-bc/7077.jpg,0203.jpg,1552,2552,150,False,0
7661,/home/wences/Documents/corpus-26000/corpus-26000-bc/7078.jpg,0203.jpg,1552,2704,150,False,0
7662,/home/wences/Documents/corpus-26000/corpus-26000-bc/7079.jpg,0203.jpg,1552,2856,150,False,0
7663,/home/wences/Documents/corpus-26000/corpus-26000-bc/7080.jpg,0203.jpg,1552,3008,150,False,0
7664,/home/wences/Documents/corpus-26000/corpus-26000-bc/7081.jpg,0203.jpg,1704,2400,150,False,0
7665,/home/wences/Documents/corpus-26000/corpus-26000-bc/7082.jpg,0203.jpg,1704,2552,150,False,0
7666,/home/wences/Documents/corpus-26000/corpus-26000-bc/7083.jpg,0203.jpg,1704,2704,150,False,0
7667,/home/wences/Documents/corpus-26000/corpus-26000-bc/7084.jpg,0203.jpg,1704,2856,150,False,0
7668,/home/wences/Documents/corpus-26000/corpus-26000-bc/7085.jpg,0203.jpg,1704,3008,150,False,0
7669,/home/wences/Documents/corpus-26000/corpus-26000-bc/7086.jpg,0203.jpg,1704,3160,150,False,0
7670,/home/wences/Documents/corpus-26000/corpus-26000-bc/7087.jpg,0203.jpg,1856,2096,150,False,0
7671,/home/wences/Documents/corpus-26000/corpus-26000-bc/7088.jpg,0203.jpg,1856,2248,150,False,0
7672,/home/wences/Documents/corpus-26000/corpus-26000-bc/7089.jpg,0203.jpg,1856,2400,150,False,0
7673,/home/wences/Documents/corpus-26000/corpus-26000-bc/7090.jpg,0203.jpg,1856,2552,150,False,0
7674,/home/wences/Documents/corpus-26000/corpus-26000-bc/7091.jpg,0203.jpg,1856,2704,150,False,0
7675,/home/wences/Documents/corpus-26000/corpus-26000-bc/7092.jpg,0203.jpg,1856,2856,150,False,0
7676,/home/wences/Documents/corpus-26000/corpus-26000-bc/7093.jpg,0203.jpg,1856,3008,150,False,0
7677,/home/wences/Documents/corpus-26000/corpus-26000-bc/7094.jpg,0203.jpg,1856,3160,150,False,0
7678,/home/wences/Documents/corpus-26000/corpus-26000-bc/7095.jpg,0203.jpg,2008,1944,150,False,0
7679,/home/wences/Documents/corpus-26000/corpus-26000-bc/7096.jpg,0203.jpg,2008,2400,150,False,0
7680,/home/wences/Documents/corpus-26000/corpus-26000-bc/7097.jpg,0203.jpg,2008,2552,150,False,0
7681,/home/wences/Documents/corpus-26000/corpus-26000-bc/7098.jpg,0203.jpg,2008,2704,150,False,0
7682,/home/wences/Documents/corpus-26000/corpus-26000-bc/7099.jpg,0203.jpg,2008,2856,150,False,0
7683,/home/wences/Documents/corpus-26000/corpus-26000-bc/7100.jpg,0203.jpg,2008,3008,150,False,0
7684,/home/wences/Documents/corpus-26000/corpus-26000-bc/7101.jpg,0203.jpg,2008,3160,150,False,0
7685,/home/wences/Documents/corpus-26000/corpus-26000-bc/7102.jpg,0203.jpg,2008,3312,150,False,0
7686,/home/wences/Documents/corpus-26000/corpus-26000-bc/7103.jpg,0203.jpg,2160,1184,150,False,0
7687,/home/wences/Documents/corpus-26000/corpus-26000-bc/7104.jpg,0203.jpg,2160,1336,150,False,0
7688,/home/wences/Documents/corpus-26000/corpus-26000-bc/7105.jpg,0203.jpg,2160,1488,150,False,0
7689,/home/wences/Documents/corpus-26000/corpus-26000-bc/7106.jpg,0203.jpg,2160,2400,150,False,0
7690,/home/wences/Documents/corpus-26000/corpus-26000-bc/7107.jpg,0203.jpg,2160,2552,150,False,0
7691,/home/wences/Documents/corpus-26000/corpus-26000-bc/7108.jpg,0203.jpg,2160,2704,150,False,0
7692,/home/wences/Documents/corpus-26000/corpus-26000-bc/7109.jpg,0203.jpg,2160,2856,150,False,0
7693,/home/wences/Documents/corpus-26000/corpus-26000-bc/7110.jpg,0203.jpg,2160,3008,150,False,0
7694,/home/wences/Documents/corpus-26000/corpus-26000-bc/7111.jpg,0203.jpg,2160,3160,150,False,0
7695,/home/wences/Documents/corpus-26000/corpus-26000-bc/7112.jpg,0203.jpg,2160,3312,150,False,0
7696,/home/wences/Documents/corpus-26000/corpus-26000-bc/7113.jpg,0203.jpg,2312,1640,150,False,0
7697,/home/wences/Documents/corpus-26000/corpus-26000-bc/7114.jpg,0203.jpg,2312,1792,150,False,0
7698,/home/wences/Documents/corpus-26000/corpus-26000-bc/7115.jpg,0203.jpg,2312,2248,150,False,0
7699,/home/wences/Documents/corpus-26000/corpus-26000-bc/7116.jpg,0203.jpg,2312,2400,150,False,0
7700,/home/wences/Documents/corpus-26000/corpus-26000-bc/7117.jpg,0203.jpg,2312,2552,150,False,0
7701,/home/wences/Documents/corpus-26000/corpus-26000-bc/7118.jpg,0203.jpg,2312,2704,150,False,0
7702,/home/wences/Documents/corpus-26000/corpus-26000-bc/7119.jpg,0203.jpg,2312,2856,150,False,0
7703,/home/wences/Documents/corpus-26000/corpus-26000-bc/7120.jpg,0203.jpg,2312,3008,150,False,0
7704,/home/wences/Documents/corpus-26000/corpus-26000-bc/7121.jpg,0203.jpg,2312,3160,150,False,0
7705,/home/wences/Documents/corpus-26000/corpus-26000-bc/7122.jpg,0203.jpg,2312,3312,150,False,0
7706,/home/wences/Documents/corpus-26000/corpus-26000-bc/7123.jpg,0203.jpg,2464,2096,150,False,0
7707,/home/wences/Documents/corpus-26000/corpus-26000-bc/7124.jpg,0203.jpg,2464,2248,150,False,0
7708,/home/wences/Documents/corpus-26000/corpus-26000-bc/7125.jpg,0203.jpg,2464,2400,150,False,0
7709,/home/wences/Documents/corpus-26000/corpus-26000-bc/7126.jpg,0203.jpg,2464,2552,150,False,0
7710,/home/wences/Documents/corpus-26000/corpus-26000-bc/7127.jpg,0203.jpg,2464,2704,150,False,0
7711,/home/wences/Documents/corpus-26000/corpus-26000-bc/7128.jpg,0203.jpg,2464,2856,150,False,0
7712,/home/wences/Documents/corpus-26000/corpus-26000-bc/7129.jpg,0203.jpg,2464,3008,150,False,0
7713,/home/wences/Documents/corpus-26000/corpus-26000-bc/7130.jpg,0203.jpg,2464,3160,150,False,0
7714,/home/wences/Documents/corpus-26000/corpus-26000-bc/7131.jpg,0203.jpg,2464,3312,150,False,0
7715,/home/wences/Documents/corpus-26000/corpus-26000-bc/7132.jpg,0203.jpg,2616,2704,150,False,0
7716,/home/wences/Documents/corpus-26000/corpus-26000-bc/7133.jpg,0203.jpg,2616,2856,150,False,0
7717,/home/wences/Documents/corpus-26000/corpus-26000-bc/7134.jpg,0203.jpg,2616,3008,150,False,0
7718,/home/wences/Documents/corpus-26000/corpus-26000-bc/7135.jpg,0203.jpg,2616,3160,150,False,0
7719,/home/wences/Documents/corpus-26000/corpus-26000-bc/7136.jpg,0203.jpg,2616,3312,150,False,0
7720,/home/wences/Documents/corpus-26000/corpus-26000-bc/7137.jpg,0203.jpg,2768,3160,150,False,0
7721,/home/wences/Documents/corpus-26000/corpus-26000-bc/7138.jpg,0203.jpg,2768,3312,150,False,0
8147,/home/wences/Documents/corpus-26000/corpus-26000-bc/7571.jpg,0207.jpg,1344,736,200,False,0
8148,/home/wences/Documents/corpus-26000/corpus-26000-bc/7572.jpg,0207.jpg,1544,736,200,False,0
8149,/home/wences/Documents/corpus-26000/corpus-26000-bc/7573.jpg,0207.jpg,1544,936,200,False,0
8150,/home/wences/Documents/corpus-26000/corpus-26000-bc/7574.jpg,0207.jpg,1744,936,200,False,0
8151,/home/wences/Documents/corpus-26000/corpus-26000-bc/7575.jpg,0207.jpg,1744,1136,200,False,0
8152,/home/wences/Documents/corpus-26000/corpus-26000-bc/7576.jpg,0207.jpg,1744,1336,200,False,0
8153,/home/wences/Documents/corpus-26000/corpus-26000-bc/7577.jpg,0207.jpg,1944,936,200,False,0
8154,/home/wences/Documents/corpus-26000/corpus-26000-bc/7578.jpg,0207.jpg,1944,1136,200,False,0
8155,/home/wences/Documents/corpus-26000/corpus-26000-bc/7579.jpg,0207.jpg,1944,1336,200,False,0
8156,/home/wences/Documents/corpus-26000/corpus-26000-bc/7580.jpg,0207.jpg,1944,1536,200,False,0
8157,/home/wences/Documents/corpus-26000/corpus-26000-bc/7581.jpg,0207.jpg,1944,1736,200,False,0
8158,/home/wences/Documents/corpus-26000/corpus-26000-bc/7582.jpg,0207.jpg,2144,536,200,False,0
8159,/home/wences/Documents/corpus-26000/corpus-26000-bc/7583.jpg,0207.jpg,2144,736,200,False,0
8160,/home/wences/Documents/corpus-26000/corpus-26000-bc/7584.jpg,0207.jpg,2144,936,200,False,0
8161,/home/wences/Documents/corpus-26000/corpus-26000-bc/7585.jpg,0207.jpg,2144,1536,200,False,0
8162,/home/wences/Documents/corpus-26000/corpus-26000-bc/7586.jpg,0207.jpg,2144,1736,200,False,0
8163,/home/wences/Documents/corpus-26000/corpus-26000-bc/7587.jpg,0207.jpg,2144,1936,200,False,0
8164,/home/wences/Documents/corpus-26000/corpus-26000-bc/7588.jpg,0207.jpg,2344,1936,200,False,0
8165,/home/wences/Documents/corpus-26000/corpus-26000-bc/7589.jpg,0207.jpg,2344,2136,200,False,0
8166,/home/wences/Documents/corpus-26000/corpus-26000-bc/7590.jpg,0207.jpg,2544,2136,200,False,0
8167,/home/wences/Documents/corpus-26000/corpus-26000-bc/7591.jpg,0207.jpg,2544,2336,200,False,0
8168,/home/wences/Documents/corpus-26000/corpus-26000-bc/7592.jpg,0207.jpg,2544,2536,200,False,0
8169,/home/wences/Documents/corpus-26000/corpus-26000-bc/7593.jpg,0207.jpg,2744,2336,200,False,0
8170,/home/wences/Documents/corpus-26000/corpus-26000-bc/7594.jpg,0207.jpg,2744,2536,200,False,0
8171,/home/wences/Documents/corpus-26000/corpus-26000-bc/7595.jpg,0207.jpg,2744,2736,200,False,0
8172,/home/wences/Documents/corpus-26000/corpus-26000-bc/7596.jpg,0207.jpg,2944,2536,200,False,0
8445,/home/wences/Documents/corpus-26000/corpus-26000-bc/7883.jpg,0215.jpg,1592,1824,150,False,0
8446,/home/wences/Documents/corpus-26000/corpus-26000-bc/7884.jpg,0215.jpg,1592,1976,150,False,0
8447,/home/wences/Documents/corpus-26000/corpus-26000-bc/7885.jpg,0215.jpg,1744,1520,150,False,0
8448,/home/wences/Documents/corpus-26000/corpus-26000-bc/7886.jpg,0215.jpg,1744,1672,150,False,0
8449,/home/wences/Documents/corpus-26000/corpus-26000-bc/7887.jpg,0215.jpg,1744,1824,150,False,0
8450,/home/wences/Documents/corpus-26000/corpus-26000-bc/7888.jpg,0215.jpg,1744,1976,150,False,0
8451,/home/wences/Documents/corpus-26000/corpus-26000-bc/7889.jpg,0215.jpg,1744,2128,150,False,0
8452,/home/wences/Documents/corpus-26000/corpus-26000-bc/7890.jpg,0215.jpg,1896,1672,150,False,0
8453,/home/wences/Documents/corpus-26000/corpus-26000-bc/7891.jpg,0215.jpg,1896,1824,150,False,0
8454,/home/wences/Documents/corpus-26000/corpus-26000-bc/7892.jpg,0215.jpg,1896,1976,150,False,0
8455,/home/wences/Documents/corpus-26000/corpus-26000-bc/7893.jpg,0215.jpg,1896,2128,150,False,0
8456,/home/wences/Documents/corpus-26000/corpus-26000-bc/7894.jpg,0215.jpg,1896,2280,150,False,0
8457,/home/wences/Documents/corpus-26000/corpus-26000-bc/7895.jpg,0215.jpg,2048,1672,150,False,0
8458,/home/wences/Documents/corpus-26000/corpus-26000-bc/7896.jpg,0215.jpg,2048,1824,150,False,0
8459,/home/wences/Documents/corpus-26000/corpus-26000-bc/7897.jpg,0215.jpg,2048,1976,150,False,0
8460,/home/wences/Documents/corpus-26000/corpus-26000-bc/7898.jpg,0215.jpg,2048,2128,150,False,0
8461,/home/wences/Documents/corpus-26000/corpus-26000-bc/7899.jpg,0215.jpg,2200,304,150,False,0
8462,/home/wences/Documents/corpus-26000/corpus-26000-bc/7900.jpg,0215.jpg,2200,456,150,False,0
8463,/home/wences/Documents/corpus-26000/corpus-26000-bc/7901.jpg,0215.jpg,2200,912,150,False,0
8464,/home/wences/Documents/corpus-26000/corpus-26000-bc/7902.jpg,0215.jpg,2200,1064,150,False,0
8465,/home/wences/Documents/corpus-26000/corpus-26000-bc/7903.jpg,0215.jpg,2200,1216,150,False,0
8466,/home/wences/Documents/corpus-26000/corpus-26000-bc/7904.jpg,0215.jpg,2200,1368,150,False,0
8467,/home/wences/Documents/corpus-26000/corpus-26000-bc/7905.jpg,0215.jpg,2200,1520,150,False,0
8468,/home/wences/Documents/corpus-26000/corpus-26000-bc/7906.jpg,0215.jpg,2200,1672,150,False,0
8469,/home/wences/Documents/corpus-26000/corpus-26000-bc/7907.jpg,0215.jpg,2200,1824,150,False,0
8470,/home/wences/Documents/corpus-26000/corpus-26000-bc/7908.jpg,0215.jpg,2200,1976,150,False,0
8471,/home/wences/Documents/corpus-26000/corpus-26000-bc/7909.jpg,0215.jpg,2352,152,150,False,0
8472,/home/wences/Documents/corpus-26000/corpus-26000-bc/7910.jpg,0215.jpg,2352,304,150,False,0
8473,/home/wences/Documents/corpus-26000/corpus-26000-bc/7911.jpg,0215.jpg,2352,456,150,False,0
8474,/home/wences/Documents/corpus-26000/corpus-26000-bc/7912.jpg,0215.jpg,2352,608,150,False,0
8475,/home/wences/Documents/corpus-26000/corpus-26000-bc/7913.jpg,0215.jpg,2352,760,150,False,0
8476,/home/wences/Documents/corpus-26000/corpus-26000-bc/7914.jpg,0215.jpg,2352,912,150,False,0
8477,/home/wences/Documents/corpus-26000/corpus-26000-bc/7915.jpg,0215.jpg,2352,1064,150,False,0
8478,/home/wences/Documents/corpus-26000/corpus-26000-bc/7916.jpg,0215.jpg,2352,1216,150,False,0
8479,/home/wences/Documents/corpus-26000/corpus-26000-bc/7917.jpg,0215.jpg,2352,1824,150,False,0
8480,/home/wences/Documents/corpus-26000/corpus-26000-bc/7918.jpg,0215.jpg,2352,1976,150,False,0
8481,/home/wences/Documents/corpus-26000/corpus-26000-bc/7919.jpg,0215.jpg,2504,304,150,False,0
8482,/home/wences/Documents/corpus-26000/corpus-26000-bc/7920.jpg,0215.jpg,2504,1976,150,False,0
8483,/home/wences/Documents/corpus-26000/corpus-26000-bc/7921.jpg,0215.jpg,2504,2128,150,False,0
8484,/home/wences/Documents/corpus-26000/corpus-26000-bc/7922.jpg,0215.jpg,2504,2280,150,False,0
8485,/home/wences/Documents/corpus-26000/corpus-26000-bc/7923.jpg,0215.jpg,2504,2432,150,False,0
8486,/home/wences/Documents/corpus-26000/corpus-26000-bc/7924.jpg,0215.jpg,2656,2128,150,False,0
8487,/home/wences/Documents/corpus-26000/corpus-26000-bc/7925.jpg,0215.jpg,2656,2280,150,False,0
8488,/home/wences/Documents/corpus-26000/corpus-26000-bc/7926.jpg,0215.jpg,2656,2432,150,False,0
8489,/home/wences/Documents/corpus-26000/corpus-26000-bc/7927.jpg,0215.jpg,2808,2280,150,False,0
8490,/home/wences/Documents/corpus-26000/corpus-26000-bc/7928.jpg,0215.jpg,2808,2432,150,False,0
